speaker,video_fn,video_link
chemistry,Laser_Cooling_Quiz-P_e4n9XSjUw.mkv,http://www.youtube.com/watch?v=P_e4n9XSjUw
chemistry,Bromide_Formation_Quiz-GU4UnHFVWzA.mkv,http://www.youtube.com/watch?v=GU4UnHFVWzA
chemistry,Particle_In_a_Box_-Tube-ZwsWjelzqDA.mkv,http://www.youtube.com/watch?v=ZwsWjelzqDA
chemistry,Effect_of_T-JXHl3rYqlHU.mkv,http://www.youtube.com/watch?v=JXHl3rYqlHU
chemistry,Reaction_Enthalpy_from_Bonds_NB-9GuHD1DtCPA.mkv,http://www.youtube.com/watch?v=9GuHD1DtCPA
chemistry,Hydrogen_Atom_as_a_Particle_in_a_Box_NB-EmCdAb0yiBM.mkv,http://www.youtube.com/watch?v=EmCdAb0yiBM
chemistry,Gibbs_Free_Energy-4blDQFbly-Y.mkv,https://www.youtube.com/watch?v=4blDQFbly-Y
chemistry,Atomic_Structure-dQtNrUa5Az0.mkv,http://www.youtube.com/watch?v=dQtNrUa5Az0
chemistry,Tracking_Energy_-_Hess_s_Law-KtxKNXYhpy4.mkv,http://www.youtube.com/watch?v=KtxKNXYhpy4
chemistry,Dissolving_BaSO4_Quiz-5_H82ywrQIY.mkv,http://www.youtube.com/watch?v=5_H82ywrQIY
chemistry,Autonization_Autodissociation-0JyN9PH2oNg.mkv,http://www.youtube.com/watch?v=0JyN9PH2oNg
chemistry,Photoconversion_Quiz-QoHZH6OkzQs.mkv,http://www.youtube.com/watch?v=QoHZH6OkzQs
chemistry,Solubility_of_Ionic_Solids-0G0wCm28Jzc.mkv,http://www.youtube.com/watch?v=0G0wCm28Jzc
chemistry,Polyprotic_Acids-_Blood_Buffer-DnySy87He-A.mkv,https://www.youtube.com/watch?v=DnySy87He-A
chemistry,Octet_Rule-TZuRh_epSyI.mkv,http://www.youtube.com/watch?v=TZuRh_epSyI
chemistry,Heterogeneous_Equilibrium-ZFZ2J8gwIkE.mkv,http://www.youtube.com/watch?v=ZFZ2J8gwIkE
chemistry,Ionic_Bonding-g0nvNTN4XHc.mkv,http://www.youtube.com/watch?v=g0nvNTN4XHc
chemistry,Trend_In_Ionization_Energy-ksZoOde-7zY.mkv,https://www.youtube.com/watch?v=ksZoOde-7zY
chemistry,Ion_Energy_Levels_Quiz-V-FBHIdXk20.mkv,https://www.youtube.com/watch?v=V-FBHIdXk20
chemistry,Ionization_Energy_Electron_Affinity-jGRhNqkYK18.mkv,http://www.youtube.com/watch?v=jGRhNqkYK18
chemistry,Thermodynamic_Entropy-jHbuu287uxc.mkv,http://www.youtube.com/watch?v=jHbuu287uxc
chemistry,Kinetic_Theory_of_Gases_I-8_ZRFjqe6F4.mkv,http://www.youtube.com/watch?v=8_ZRFjqe6F4
chemistry,n=2_l=1_p-eoFw8xEy-m4.mkv,https://www.youtube.com/watch?v=eoFw8xEy-m4
chemistry,Entropy_H2O_Vaporization_Quiz-oYHyZarcCQQ.mkv,http://www.youtube.com/watch?v=oYHyZarcCQQ
chemistry,Equilibrium-7A5UuW3EJPc.mkv,http://www.youtube.com/watch?v=7A5UuW3EJPc
chemistry,Standard_Galvanic_Cell-0Ot2WbfIeMQ.mkv,http://www.youtube.com/watch?v=0Ot2WbfIeMQ
chemistry,Pauli_Exclusion_Principle-Z08pNaGQPv8.mkv,http://www.youtube.com/watch?v=Z08pNaGQPv8
chemistry,Concentration_Cell_II_Quiz-XBua9WZkTeU.mkv,http://www.youtube.com/watch?v=XBua9WZkTeU
chemistry,Structural_Isomers_Quiz-rvPHWWNYC0I.mkv,http://www.youtube.com/watch?v=rvPHWWNYC0I
chemistry,H-Atom_One-Electron_Ions-ZpzjU4NfAhw.mkv,http://www.youtube.com/watch?v=ZpzjU4NfAhw
chemistry,Molecular_Orbitals-Hx9dFbQ2zhk.mkv,http://www.youtube.com/watch?v=Hx9dFbQ2zhk
chemistry,Atomic_Ionization_Quiz-gAWuFYOUPSg.mkv,http://www.youtube.com/watch?v=gAWuFYOUPSg
chemistry,Sigma_Pi_Bonding-1qiwlqrG6VY.mkv,http://www.youtube.com/watch?v=1qiwlqrG6VY
chemistry,Ionization_Energy_NB-lItaSuF6Uqg.mkv,http://www.youtube.com/watch?v=lItaSuF6Uqg
chemistry,N2O4_Formation_Quiz-qZxrftuYRRQ.mkv,http://www.youtube.com/watch?v=qZxrftuYRRQ
chemistry,Chemical_Bonding-R2TrrmdGM2A.mkv,http://www.youtube.com/watch?v=R2TrrmdGM2A
chemistry,Covalent_Bonding_Molecular_Orbitals_II-100n-E7o9Ug.mkv,https://www.youtube.com/watch?v=100n-E7o9Ug
chemistry,Conductometric_Titration-y97cegGFECA.mkv,http://www.youtube.com/watch?v=y97cegGFECA
chemistry,ATP_and_Thermophiles_Quiz-fryL1jN2OHY.mkv,http://www.youtube.com/watch?v=fryL1jN2OHY
chemistry,Ionization_Energies_Shielding-qpmTRXIJhFo.mkv,http://www.youtube.com/watch?v=qpmTRXIJhFo
chemistry,Standard_Molar_Entropy-k09wNUM2xkA.mkv,http://www.youtube.com/watch?v=k09wNUM2xkA
chemistry,VSEPR_Shapes-3tl5gAwHj6w.mkv,http://www.youtube.com/watch?v=3tl5gAwHj6w
chemistry,Ideal_Gas_l-p2-eqHY6DH8QRI.mkv,http://www.youtube.com/watch?v=eqHY6DH8QRI
chemistry,Thermodynamic_Parameters-oTCKWNiWdus.mkv,http://www.youtube.com/watch?v=oTCKWNiWdus
chemistry,Covalent_Bonding_Molecular_Orbitals_I-mgg27LTeNPo.mkv,http://www.youtube.com/watch?v=mgg27LTeNPo
chemistry,Sulfate_Bond_Order_NB-jW15zq0_78Q.mkv,http://www.youtube.com/watch?v=jW15zq0_78Q
chemistry,Ionization_of_Diatomics_Quiz-fOVAF8nTATI.mkv,http://www.youtube.com/watch?v=fOVAF8nTATI
chemistry,Work_and_Energy_for_Gases-KT_N4_kKHnQ.mkv,http://www.youtube.com/watch?v=KT_N4_kKHnQ
chemistry,Bromination_of_Double_Bond_Quiz-sY-0uDLNYmk.mkv,https://www.youtube.com/watch?v=sY-0uDLNYmk
chemistry,De_Broglie_Wavelengths-GE6ypnVaqlY.mkv,http://www.youtube.com/watch?v=GE6ypnVaqlY
chemistry,Standard_Average_Bond_Enthalpies-edezISdNZj0.mkv,http://www.youtube.com/watch?v=edezISdNZj0
chemistry,Spontaneous_Plating_Quiz-fCGDtkmkMgU.mkv,http://www.youtube.com/watch?v=fCGDtkmkMgU
chemistry,Mixing_Acids_and_Bases_Quiz_1-3WNdFxNR9tY.mkv,http://www.youtube.com/watch?v=3WNdFxNR9tY
chemistry,Nuclear_Kinetics_Quiz-sihnvASQFSw.mkv,http://www.youtube.com/watch?v=sihnvASQFSw
chemistry,Empirical_Formula_NB-J6txSOQgVLo.mkv,http://www.youtube.com/watch?v=J6txSOQgVLo
chemistry,Phosphorus_Oxide_Quiz_L02_S11--fHWcbYcLeE.mkv,https://www.youtube.com/watch?v=-fHWcbYcLeE
chemistry,Conversion_Factors_1_NB-49GgQNfExf8.mkv,http://www.youtube.com/watch?v=49GgQNfExf8
chemistry,Rubber_Band_Work_Quiz-vApxjo9sAmI.mkv,http://www.youtube.com/watch?v=vApxjo9sAmI
chemistry,Bond_Enthalpy_of_Formation-MySri1HHJ_0.mkv,http://www.youtube.com/watch?v=MySri1HHJ_0
chemistry,Dilution_of_HAc_Quiz-6DGPuhFoiJI.mkv,http://www.youtube.com/watch?v=6DGPuhFoiJI
chemistry,Photoelectric_Effect-Tennis_Ball-wFY9ZvUmM5o.mkv,http://www.youtube.com/watch?v=wFY9ZvUmM5o
chemistry,Dissolving_Mg_OH_2_Quiz-nbeE9b2JV5Q.mkv,http://www.youtube.com/watch?v=nbeE9b2JV5Q
chemistry,Orbital_Energies-4kxMdkzCJGA.mkv,http://www.youtube.com/watch?v=4kxMdkzCJGA
chemistry,Law_of_Mass_Action-aNEDU6EL8jc.mkv,http://www.youtube.com/watch?v=aNEDU6EL8jc
chemistry,Solubility_NB-L348PufMnqw.mkv,http://www.youtube.com/watch?v=L348PufMnqw
chemistry,Alcohol_Oxidation_NB-VYDCI3l22Q0.mkv,http://www.youtube.com/watch?v=VYDCI3l22Q0
chemistry,Constant_Volume_Pressure-Vzy2wd5oIKs.mkv,http://www.youtube.com/watch?v=Vzy2wd5oIKs
chemistry,Root_Mean_Square_Speed-ESX5q4FtkAo.mkv,http://www.youtube.com/watch?v=ESX5q4FtkAo
chemistry,The_Atmosphere-FiAyWh9kb9w.mkv,http://www.youtube.com/watch?v=FiAyWh9kb9w
chemistry,Ammonia_Synthesis-cLXnZlwrU04.mkv,http://www.youtube.com/watch?v=cLXnZlwrU04
chemistry,Kinetics_vs._T_Quiz-LOSpsszfwWU.mkv,http://www.youtube.com/watch?v=LOSpsszfwWU
chemistry,Stoichiometry-hSBT6oe6dSA.mkv,http://www.youtube.com/watch?v=hSBT6oe6dSA
chemistry,Reaction_Profile--vJXlNkMqYE.mkv,https://www.youtube.com/watch?v=-vJXlNkMqYE
chemistry,Standard_Conditions_Quiz-s7PIqFpYXJA.mkv,http://www.youtube.com/watch?v=s7PIqFpYXJA
chemistry,Work_and_Energy_NB-lGcvpHgo4R8.mkv,http://www.youtube.com/watch?v=lGcvpHgo4R8
chemistry,Free_Energy_and_the_Reaction_Quotient-zez2R4EHKtc.mkv,http://www.youtube.com/watch?v=zez2R4EHKtc
chemistry,Chemical_Reactions-11QPT4cbBO8.mkv,http://www.youtube.com/watch?v=11QPT4cbBO8
chemistry,Heating_Water_Quiz-W7aJk7yrbUE.mkv,http://www.youtube.com/watch?v=W7aJk7yrbUE
chemistry,Isothermal_Expansion_Compression-8y5KX4kzt0A.mkv,http://www.youtube.com/watch?v=8y5KX4kzt0A
chemistry,Potentiometric_Titration_Quiz-OSts9bfX6cA.mkv,http://www.youtube.com/watch?v=OSts9bfX6cA
chemistry,Dipole_Moments_Quiz-_7s29Q76st0.mkv,http://www.youtube.com/watch?v=_7s29Q76st0
chemistry,Dilution_of_HCl_Quiz-IHPOtneICaY.mkv,http://www.youtube.com/watch?v=IHPOtneICaY
chemistry,Blood_Poisoning_Quiz-pKQgwIPlNL4.mkv,http://www.youtube.com/watch?v=pKQgwIPlNL4
chemistry,Multiple_Equilibria-HBsY9ZOsWvY.mkv,http://www.youtube.com/watch?v=HBsY9ZOsWvY
chemistry,Photon_splitting_Quiz-AE8u8V-Pl-c.mkv,https://www.youtube.com/watch?v=AE8u8V-Pl-c
chemistry,Isothermal_Compression_Quiz-9JM7zZk1j_g.mkv,http://www.youtube.com/watch?v=9JM7zZk1j_g
chemistry,Diatomic_Nitrogen_Ions_Quiz-DP4HnlNRR_4.mkv,http://www.youtube.com/watch?v=DP4HnlNRR_4
chemistry,Metal_Chloride_NB-Zghfd6Nz5Rk.mkv,http://www.youtube.com/watch?v=Zghfd6Nz5Rk
chemistry,e_Configuration_Quiz-wXt_tUPtAe8.mkv,http://www.youtube.com/watch?v=wXt_tUPtAe8
chemistry,Kinetic_Theory_of_Gases_II-2wza6DXebFQ.mkv,http://www.youtube.com/watch?v=2wza6DXebFQ
chemistry,Isomers-OLE3iAKuhAY.mkv,http://www.youtube.com/watch?v=OLE3iAKuhAY
chemistry,Covalent_Bonding-eCc24p1bLig.mkv,http://www.youtube.com/watch?v=eCc24p1bLig
chemistry,Many_Electrons_Shielding-UNmXHX7WfWs.mkv,http://www.youtube.com/watch?v=UNmXHX7WfWs
chemistry,Weak_Acid_Base-foJavVRkARU.mkv,http://www.youtube.com/watch?v=foJavVRkARU
chemistry,Electromagnetic_Spectrum-AGZZGR5Otxw.mkv,http://www.youtube.com/watch?v=AGZZGR5Otxw
chemistry,Region_C_0.1M_Acetate-DGTtekW_2J8.mkv,http://www.youtube.com/watch?v=DGTtekW_2J8
chemistry,Ionization_Dissociation-K6LVoYlzJ08.mkv,http://www.youtube.com/watch?v=K6LVoYlzJ08
chemistry,Weak_Acid_-_Weak_Base-9sDdIaBhtgk.mkv,http://www.youtube.com/watch?v=9sDdIaBhtgk
chemistry,Equilibrium-1FpJl_Rg4AY.mkv,http://www.youtube.com/watch?v=1FpJl_Rg4AY
chemistry,Statistical_Entropy_1-pJ9_mvvB98Y.mkv,http://www.youtube.com/watch?v=pJ9_mvvB98Y
chemistry,Conjugate_Acid_Base_Pair-inLhIqLOouY.mkv,http://www.youtube.com/watch?v=inLhIqLOouY
chemistry,Carbo-base_Strength_Quiz-dVdQsZ8kmWg.mkv,http://www.youtube.com/watch?v=dVdQsZ8kmWg
chemistry,Molecular_Rearrangement_Quiz-W_ngfrFO7f0.mkv,http://www.youtube.com/watch?v=W_ngfrFO7f0
chemistry,Real_Gases_2_NB-lRYn99xxj3I.mkv,http://www.youtube.com/watch?v=lRYn99xxj3I
chemistry,MO_in_Water_Quiz-EABEj-lHxsA.mkv,https://www.youtube.com/watch?v=EABEj-lHxsA
chemistry,Equillibrium_Volume_Doubled_Quiz-VL_TnSkqNYY.mkv,http://www.youtube.com/watch?v=VL_TnSkqNYY
chemistry,Titration_NB-OlehBTSyPDA.mkv,http://www.youtube.com/watch?v=OlehBTSyPDA
chemistry,Region_A_-_0.1M_HAc-D4R7ho3YnSo.mkv,http://www.youtube.com/watch?v=D4R7ho3YnSo
chemistry,Electron_Configurations-BBqjKt0Qfd4.mkv,http://www.youtube.com/watch?v=BBqjKt0Qfd4
chemistry,Ideal_Gas_l-p1-I3JPXKeFojo.mkv,http://www.youtube.com/watch?v=I3JPXKeFojo
chemistry,Iron_Oxide_Reaction_Quiz-jUhvGL5Jwl4.mkv,http://www.youtube.com/watch?v=jUhvGL5Jwl4
chemistry,Oxygen_Isotopes_Quiz_L02_S05-myr7i1nYj-4.mkv,https://www.youtube.com/watch?v=myr7i1nYj-4
chemistry,ATP_as_an_Acid-qhg-pZ-f-PM.mkv,https://www.youtube.com/watch?v=qhg-pZ-f-PM
chemistry,Cu_in_H2SO4_Quiz-vQ_ujXXGRZs.mkv,http://www.youtube.com/watch?v=vQ_ujXXGRZs
chemistry,e_Spin_Flip_Quiz-qvaEyckBI0g.mkv,http://www.youtube.com/watch?v=qvaEyckBI0g
chemistry,N2O_Formation_NB-OCK36oYeAFA.mkv,http://www.youtube.com/watch?v=OCK36oYeAFA
chemistry,Redox_and_Electrochemistry-MOyr35CZxF8.mkv,http://www.youtube.com/watch?v=MOyr35CZxF8
chemistry,Standard_Enthalpies_of_Formation-Ibl75XCrHKQ.mkv,http://www.youtube.com/watch?v=Ibl75XCrHKQ
chemistry,Amino_Acid_pKa-JOjrtRHsozI.mkv,http://www.youtube.com/watch?v=JOjrtRHsozI
chemistry,Iodine_K_vs._T_Quiz-VzvinAckmQU.mkv,http://www.youtube.com/watch?v=VzvinAckmQU
chemistry,Absorption_and_Emission_Spectra-1JrO7QQ1o1M.mkv,http://www.youtube.com/watch?v=1JrO7QQ1o1M
chemistry,Warming_Soda_Quiz-QL6TFnaXvMg.mkv,http://www.youtube.com/watch?v=QL6TFnaXvMg
chemistry,Free_Energy_Equilibrium_Constants_and_Temperature--AOyf8eA1ic.mkv,https://www.youtube.com/watch?v=-AOyf8eA1ic
chemistry,He_Ionization_Quiz-DCcIg-TtH7U.mkv,https://www.youtube.com/watch?v=DCcIg-TtH7U
chemistry,Multiple_Equilibria_NB-81v3NxDRdLk.mkv,http://www.youtube.com/watch?v=81v3NxDRdLk
chemistry,Dilution_Titration_HAc_Quiz-JIKXNx5TK3Q.mkv,http://www.youtube.com/watch?v=JIKXNx5TK3Q
chemistry,Isomers_-_Stereo_Chiral-sxWKXP-mHsA.mkv,https://www.youtube.com/watch?v=sxWKXP-mHsA
chemistry,Equilibrium_Temperature_Raised_Quiz--DM5LRsQNbA.mkv,https://www.youtube.com/watch?v=-DM5LRsQNbA
chemistry,Henry_s_Law_Quiz-Hy9dsigzTiE.mkv,http://www.youtube.com/watch?v=Hy9dsigzTiE
chemistry,CN_Ion_Quiz-7UFQPsGBreg.mkv,http://www.youtube.com/watch?v=7UFQPsGBreg
chemistry,2nd_Order_Rate_Laws-6BZb96mqmbg.mkv,http://www.youtube.com/watch?v=6BZb96mqmbg
chemistry,Bond_Dissociation_Enthalpy-ULdcQkZeRlA.mkv,http://www.youtube.com/watch?v=ULdcQkZeRlA
chemistry,Examples-Iron-vhlYDz16s0w.mkv,http://www.youtube.com/watch?v=vhlYDz16s0w
chemistry,Molecular_Orbitals_Particle_in_a_Box-OTQOaH4nAto.mkv,http://www.youtube.com/watch?v=OTQOaH4nAto
chemistry,Le_Chatelier_s_Principle-NI0c8hjRWc0.mkv,http://www.youtube.com/watch?v=NI0c8hjRWc0
chemistry,Iodine_Mass_Action_Quiz-t-WkmDPN8Ws.mkv,https://www.youtube.com/watch?v=t-WkmDPN8Ws
chemistry,Chloride_Formation_Quiz-SpwSZfpYOLY.mkv,http://www.youtube.com/watch?v=SpwSZfpYOLY
chemistry,pH_of_Weak_Base_Solution_NB-JnNVdsrkKV8.mkv,http://www.youtube.com/watch?v=JnNVdsrkKV8
chemistry,Ionization_Energy_Electron_Affinity-dEFsl3YYwuM.mkv,http://www.youtube.com/watch?v=dEFsl3YYwuM
chemistry,Photoelectrons_NB-TPQjDIPwJ-A.mkv,https://www.youtube.com/watch?v=TPQjDIPwJ-A
chemistry,Strong_Acid_and_Indicator+Base_NB-TUBGGXVJj3Q.mkv,http://www.youtube.com/watch?v=TUBGGXVJj3Q
chemistry,Steam_Water_Quiz-nyp9rT6pRXo.mkv,http://www.youtube.com/watch?v=nyp9rT6pRXo
chemistry,Ionization_Energy_Quiz-rCVJLXWD1ng.mkv,http://www.youtube.com/watch?v=rCVJLXWD1ng
chemistry,Biological_Energy_Efficiency_Quiz-jMj7Vse19_I.mkv,http://www.youtube.com/watch?v=jMj7Vse19_I
chemistry,SeF4_NB-qm1SjMuodYI.mkv,http://www.youtube.com/watch?v=qm1SjMuodYI
chemistry,Butadiene_Pi_Bond_Quiz-hOwQQryixJM.mkv,http://www.youtube.com/watch?v=hOwQQryixJM
chemistry,Gibbs_Free_Energy_NB-DVeicfdiyQk.mkv,http://www.youtube.com/watch?v=DVeicfdiyQk
chemistry,Standard_Reduction_Potential_II-SswF_wnX1Pg.mkv,http://www.youtube.com/watch?v=SswF_wnX1Pg
chemistry,Limestone_Formation_Quiz-5t3xzqSPgMo.mkv,http://www.youtube.com/watch?v=5t3xzqSPgMo
chemistry,Carbonate_at_pH_7_Quiz-ss4JSV-YRec.mkv,https://www.youtube.com/watch?v=ss4JSV-YRec
chemistry,Mitochondrial_pH_Quiz-JAMNm0dG7jk.mkv,http://www.youtube.com/watch?v=JAMNm0dG7jk
chemistry,Tracking_Entropy-o6fk49PNN2s.mkv,http://www.youtube.com/watch?v=o6fk49PNN2s
chemistry,H2_Platinum_Quiz-zdupTfmI3ME.mkv,http://www.youtube.com/watch?v=zdupTfmI3ME
chemistry,Free_Energy_Space-nE480ADhZsY.mkv,http://www.youtube.com/watch?v=nE480ADhZsY
chemistry,Heating_Curve-DgPTAqIqBGQ.mkv,http://www.youtube.com/watch?v=DgPTAqIqBGQ
chemistry,Constants_and_Variables-kTJEs_u1fkQ.mkv,http://www.youtube.com/watch?v=kTJEs_u1fkQ
chemistry,First_Law_of_Thermodynamics-jp_X4YHAygg.mkv,http://www.youtube.com/watch?v=jp_X4YHAygg
chemistry,Triple_Point_of_Water-Yzz2eluxRYc.mkv,http://www.youtube.com/watch?v=Yzz2eluxRYc
chemistry,Electronegativity-jjOzgw5nAZk.mkv,http://www.youtube.com/watch?v=jjOzgw5nAZk
chemistry,Molecular_Structure_and_Geometry-G9YGwK0mP_g.mkv,http://www.youtube.com/watch?v=G9YGwK0mP_g
chemistry,Light_Wave_Particle-YttroH0ftiA.mkv,http://www.youtube.com/watch?v=YttroH0ftiA
chemistry,VSEPR_Examples-pB0yR5kXQjI.mkv,http://www.youtube.com/watch?v=pB0yR5kXQjI
chemistry,Formal_Charge-D8JCG-Opfwk.mkv,https://www.youtube.com/watch?v=D8JCG-Opfwk
chemistry,Electronic_Configuration_NB-omeeRx3Zl84.mkv,http://www.youtube.com/watch?v=omeeRx3Zl84
chemistry,Heat_Capacity-TmKL0W2skJM.mkv,http://www.youtube.com/watch?v=TmKL0W2skJM
chemistry,Relative_Atomic_and_Molecular_Mass-wihnb2KZ1Bs.mkv,http://www.youtube.com/watch?v=wihnb2KZ1Bs
chemistry,Ejection_of_Electrons_Quiz-01ZxF6TcY-A.mkv,https://www.youtube.com/watch?v=01ZxF6TcY-A
chemistry,Rates_of_Reaction-6Bnu5c_-Bpo.mkv,https://www.youtube.com/watch?v=6Bnu5c_-Bpo
chemistry,Examples_of_Tk_Approach_Absolute_Zero-s_xlDaR53v0.mkv,http://www.youtube.com/watch?v=s_xlDaR53v0
chemistry,H2O2_Decomposition_Quiz-z76W5579a5Y.mkv,http://www.youtube.com/watch?v=z76W5579a5Y
chemistry,Largest_K_Quiz-7RrOhe6SSj0.mkv,http://www.youtube.com/watch?v=7RrOhe6SSj0
chemistry,P_Wave_Function_Quiz-fiJ6UDSt8hU.mkv,http://www.youtube.com/watch?v=fiJ6UDSt8hU
chemistry,Highest_KE_Photoelectron_Quiz-7ylCr2MXVBU.mkv,http://www.youtube.com/watch?v=7ylCr2MXVBU
chemistry,Entropy_of_Condensation_NB-RffOkFeAkEE.mkv,http://www.youtube.com/watch?v=RffOkFeAkEE
chemistry,Ionization_Endergy_Electron_Affinity-wrgnaV-cVrs.mkv,https://www.youtube.com/watch?v=wrgnaV-cVrs
chemistry,MO_Energy_NB-1lHCPo6GH3I.mkv,http://www.youtube.com/watch?v=1lHCPo6GH3I
chemistry,Electon_Spin_Magnetism-Bl-zUmeYj74.mkv,https://www.youtube.com/watch?v=Bl-zUmeYj74
chemistry,Electrolysis-xVv8aSBCCi4.mkv,http://www.youtube.com/watch?v=xVv8aSBCCi4
chemistry,Free_Energy_of_Boiling_Quiz-aoAdE8L2ASw.mkv,http://www.youtube.com/watch?v=aoAdE8L2ASw
chemistry,Light_Wave-Particle_Duality-Sh42Wpvs42k.mkv,http://www.youtube.com/watch?v=Sh42Wpvs42k
